id,CZE,ENG,FIN,FRE,GER,ITA,POL,POR,RUS,SPA,SWE,SCR,NOR,DUT,LAV
C4019428,zahrady,Gardens,,Jardins,Gärten,Giardini,Ogród botaniczny,Jardins,САДЫ,Jardines,Trädgårdar,,Hager,,
C0022245,isoprenalin,Isoproterenol,Isoprenaliini,Isoprénaline,Isoproterenol,Isoproterenolo,Izoprenalina,Isoproterenol,ИЗАДРИН,Isoproterenol,Isoproterenol,IZOPROTERENOL,,,
C0016799,fumarasa,Fumarate Hydratase,Fumaraattihydrataasi,Fumarate hydratase,Fumarat-Hydratase,Fumarato idratasi,Hydrataza fumaranowa,Fumarato Hidratase,ФУМАРАТ-ГИДРАТАЗЫ,Fumarato Hidratasa,Fumarathydratas,,,,
C0086599,,,,,,,,,,,,,,"Medische steun, artikel 19",
C0036233,sarin,Sarin,Sariini,Sarin,Sarin,Sarin,Sarin,Sarina,ЗАРИН,Sarín,Sarin,,,,
C0230956,placentálové,Eutheria,,Eutheria,Eutheria,Euteri,Łożyskowce,Eutérios,ЭВТЕРИИ,Euterios,Högre däggdjur,Not Translated[Eutheria],Eutheria,,
C0035127,poranění z opakovaného přetěžování,Cumulative Trauma Disorders,Rasitusvammat,Lésions par microtraumatismes répétés,Überlastungsschäden,Disordini da trauma multiplo,Choroby przeciążeniowe,Transtornos Traumáticos Cumulativos,"ПЕРЕНАПРЯЖЕНИЕ, ТРАВМАТИЧЕСКИЕ ПОСЛЕДСТВИЯ КУМУЛЯТИВНЫЕ",Trastornos de Traumas Acumulados,Belastningsskador,ZBIRNI MIKROTRAUMATSKI POREMEĆAJI,Overbelastningsskader,Repetitive Strain Injury,
C4039163,Enterobacteriaceae rezistentní na karbapenemy,Carbapenem-Resistant Enterobacteriaceae,,Enterobacteriaceae résistantes aux carbapénèmes,Carbapenem-resistente Enterobacteriaceae,Enterobacteriaceae resistenti ai carbapenemi,Enterobacteriaceae oporne na karbapenem,Enterobacteriáceas Resistentes a Carbapenêmicos,КАРБАПЕНЕМ-УСТОЙЧИВЫЕ ЭНТЕРОБАКТЕРИИ,Enterobacteriaceae Resistentes a los Carbapenémicos,Karbapenemresistenta enterobacteriaceae,,,,
C0268155,,,,,,,,,,,,,,Galactokinasedeficiëntieziekte,
C0001250,Actinomyces,Actinomyces,Actinomyces,Actinomyces,Actinomyces,Actinomyces,Actinomyces,Actinomyces,ACTINOMYCES,Actinomyces,Strålsvamp,ACTINOMYCES,Actinomyces,Actinomyces,
C1671906,parožnatky,Charophyceae,,Charophyceae,Charophyceae,Charophyceae,Ramienicowe,Carofíceas,CHAROPHYCEAE,Carofíceas,Charophyceae,,Charophyceae,,Not Translated[Charophyceae]
C2930714,Běloruská republika,Republic of Belarus,,République du Belarus,Republik Belarus,Repubblica della Bielorussia,Białoruś,República de Belarus,РЕСПУБЛИКА БЕЛАРУСЬ,República de Belarús,Vitryssland,REPUBLIKA BJELARUS,Republikken Hviterussland,,
C0872315,objevující se infekční nemoci,"Communicable Diseases, Emerging",Uudet tartuntataudit,Maladies transmissibles émergentes,"Übertragbare Krankheiten, neu auftretende",Malattie trasmissibili emergenti,Choroby zakaźne nowe,Doenças Transmissíveis Emergentes,ИНФЕКЦИОННЫЕ БОЛЕЗНИ НОВЫЕ И ВНОВЬ ВОЗНИКШИЕ,Enfermedades Transmisibles Emergentes,Nya smittsamma sjukdomar,"ZARAZNE BOLESTI, EMERGENTNE",Nyoppståtte smittsomme sykdommer,"Ziekte, opkomende besmettelijke",
C0035149,reprodukovatelnost výsledků,Reproducibility of Results,Tulosten toistettavuus,Reproductibilité des résultats,"Reproduzierbarkeit, Ergebnis-",Riproducibilità dei risultati,Powtarzalność wyników,Reprodutibilidade dos Testes,РЕЗУЛЬТАТОВ ВОСПРОИЗВОДИМОСТЬ,Reproducibilidad de los Resultados,Resultatets reproducerbarhet,Reproducibilnost rezultata,Resultaters reproduserbarhet,"Reproduceerbaarheid, resultaten, (statistische)",
C0162870,aneurysma ilické tepny,Iliac Aneurysm,Lonkkavaltimon aneurysma,Anévrysme de l'artère iliaque,Iliakales Aneurysma,Aneurisma iliaco,Tętniak tętnicy biodrowej,Aneurisma Ilíaco,ПОДВЗДОШНОЙ АРТЕРИИ АНЕВРИЗМА,Aneurisma Ilíaco,Iliaca-aneurysm,,Iliakalarterieaneurisme,"Aneurysma, A. iliaca-",
C0741451,,,,,,,,,,,,,,Teken van Battle,
C0036617,,,,,,,,,,,,,,Semiprivé-kamers,
C1721028,embryoblast,Blastocyst Inner Cell Mass,Blastokystan sisäsolumassa,Cellules de la masse interne du blastocyste,"Blastozyste, Innere Zellmasse",Massa cellulare interna del blastocita,Węzeł zarodkowy blastocysty,Massa Celular Interna do Blastocisto,БЛАСТОЦИСТЫ ВНУТРЕННЯЯ КЛЕТОЧНАЯ МАССА,Masa Celular Interna del Blastocisto,Blastocystens inre cellmassa,,Blastocystens indre cellemasse,,
C0032972,výsledek těhotenství,Pregnancy Outcome,Raskauden tulos,Issue de la grossesse,Schwangerschaftsergebnis,Esito della gravidanza,Zakończenie ciąży,Resultado da Gravidez,БЕРЕМЕННОСТИ ИСХОД,Resultado del Embarazo,Graviditetsutfall,"TRUDNOĆA, ISHOD",Graviditetsresultat,Zwangerschapsresultaat,
C0315266,Kluyvera,Kluyvera,Kluyvera,Kluyvera,Kluyvera,Kluyvera,Kluyvera,Kluyvera,KLUYVERA,Kluyvera,Kluyvera,,Kluyvera,Kluyvera,
C0242727,kořenová čepička rostlin,Plant Root Cap,Kasvien juurihunnut,Coiffe racinaire,Pflanzenwurzelhaube,Pileoriza,Czapeczka korzeniowa roślin,Coifa,РАСТЕНИЙ ВЕРХУШКА КОРНЯ,Cápsula de Raíz de Planta,Rotmössa,,Planterothette,"Mutsje, Wortel-",
C0055568,kyselina cholová,Cholic Acid,Koolihappo,Acide cholique,Cholsäure,Acido colico,Kwas cholowy,Ácido Cólico,ХОЛЕВАЯ КИСЛОТА,Ácido Cólico,Cholsyra,KOLNA KISELINA,,,
C0036471,skrotum,Scrotum,Kivespussi,Scrotum,Skrotum,Scroto,Moszna,Escroto,МОШОНКА,Escroto,Pung,SKROTUM,Pung,Scrotum,Sēklinieka maisiņš
C0033166,vězňovo dilema,Prisoner Dilemma,,Dilemme du prisonnier,Prisoner's Dilemma,Dilemma del prigioniero,Dylemat więźnia,Dilema do Prisioneiro,ДИЛЕММА ЗАКЛЮЧЕННОГО,Dilema del Prisionero,Fångarnas dilemma,,Fangens dilemma,Dilemma van de gevangenen,
C0021279,fyziologie výživy kojenců,Infant Nutritional Physiological Phenomena,Vauvan ravitsemusfysiologia,Phénomènes physiologiques nutritionnels chez le nourrisson,Säuglingsernährung,Fenomeni fisiologici nutrizionali della prima infanzia,Żywienie niemowląt,Fenômenos Fisiológicos da Nutrição do Lactente,МЛАДЕНЦЕВ ПИТАНИЯ ФИЗИОЛОГИЯ,Fenómenos Fisiológicos Nutricionales del Lactante,Spädbarns näringsfysiologi,DOJENAČKA PREHRANA,Spedbarns næringsfysiologi,,
C0013080,Downův syndrom,Down Syndrome,Downin oireyhtymä,Syndrome de Down,Down-Syndrom,Sindrome di Down,Zespół Downa,Síndrome de Down,ДАУНА СИНДРОМ,Síndrome de Down,Downs syndrom,DOWNOV SINDROM,Downs syndrom,Mongolisme,
C0002591,kyseliny aminosalicylové,Aminosalicylic Acids,Aminosalisyylihapot,Acides amino-salicyliques,Aminosalizylsäuren,Acidi aminosalicilici,Kwasy aminosalicylowe,Ácidos Aminossalicílicos,АМИНОСАЛИЦИЛОВЫЕ КИСЛОТЫ,Ácidos Aminosalicílicos,Aminosalicylsyror,AMINOSALICILNE KISELINE,Not Translated[Aminosalicylic Acids],,
C1472138,Nanoviridae,Nanoviridae,Nanovirukset,Nanoviridae,Nanoviridae,Nanoviridae,Nanoviridae,Nanoviridae,NANOVIRIDAE,Nanoviridae,Nanoviridae,,Nanoviridae,,
C0007525,,,,,,,,,,,,,,Cebuella,
C4319769,transkripční faktor 4,Transcription Factor 4,,Facteur-4 de transcription,Transkriptionsfaktor 4,Fattore di trascrizione 4,Czynnik transkrypcji 4,Fator de Transcrição 4,ТРАНСКРИПЦИИ ФАКТОР 4,Factor de Transcripción 4,Transkriptionsfaktor 4,,,,
C0086562,lineární přenos energie,Linear Energy Transfer,Lineaarinen energian siirto,Transfert linéique d'énergie,Linearer Energietransfer,Trasferimento lineare di energia,Przekazywanie energii liniowe,Transferência Linear de Energia,ЛИНЕЙНАЯ ПЕРЕДАЧА ЭНЕРГИИ,Transferencia Lineal de Energía,Lineär energiöverföring,,Lineær energioverføring,Lineaire energieoverdracht,
C0038225,pára,Steam,Höyry,Vapeur,Dampf,Vapore,Para wodna,Vapor,ПАР ВОДЯНОЙ,Vapor,Ånga,,Damp,Stoom,
C0028004,nikarbazin,Nicarbazin,Nikarbatsiini,Nicarbazine,Nicarbazin,Nicarbazina,Dinitrokarbanilid,Nicarbazina,НИКАРБАЗИН,Nicarbazina,Nikarbazin,,,,
C0315169,,,,,,,,,,,,,,Comamonas terrigena,
C0525021,jaderné lokalizační signály,Nuclear Localization Signals,Tuman lokalisaatiosignaalit,Signaux de localisation nucléaire,"Nukleäre Lokalisierung, Signal für",Segnali di localizzazione nucleare,Sygnał lokalizacji jądrowy,Sinais de Localização Nuclear,ЯДЕРНОЙ ЛОКАЛИЗАЦИИ СИГНАЛЫ,Señales de Localización Nuclear,Kärnlokaliseringspeptider,,,"Nucleaire lokalisatie, signaal voor",
C1567848,geny nádorové,"Genes, Neoplasm",Kasvaingeenit,Gènes tumoraux,"Gene, Tumor-",Geni neoplastici,Geny nowotworowe,Genes Neoplásicos,ГЕНЫ НОВООБРАЗОВАНИЙ,Genes Relacionados con las Neoplasias,Tumörgener,"Not Translated[Genes, Neoplasm]","Not Translated[Genes, Neoplasm]",,
C0033929,psychofarmakologie,Psychopharmacology,Psykofarmakologia,Psychopharmacologie,Psychopharmakologie,Psicofarmacologia,Psychofarmakologia,Psicofarmacologia,ПСИХОФАРМАКОЛОГИЯ,Psicofarmacología,Psykofarmakologi,PSIHOFARMAKOLOGIJA,Psykofarmakologi,Psychofarmacologie,
C0019903,kyselina homovanilová,Homovanillic Acid,Homovanilliinihappo,Acide homovanillique,Homovanillinsäure,Acido omovanillico,Kwas homowanilinowy,Ácido Homovanílico,ГОМОВАНИЛИНОВАЯ КИСЛОТА,Ácido Homovanílico,Homovanillinsyra,,,,
C0600622,,,,,,,,,,,,,,Fitnesscenters,
C0018343,guanosindifosfátové cukry,Guanosine Diphosphate Sugars,Guanosiinidifosfaattisokerit,Guanosine diphosphate ose,Guanosindiphosphat-Zucker,Zuccheri di guanosina difosfato,Guanozynodifosfocukry,Açúcares de Guanosina Difosfato,ГУАНОЗИНДИФОСФАТСАХАРА,Azúcares de Guanosina Difosfato,Guanosindifosfatsocker,,,,
C0334463,maligní fibrózní histiocytom,"Histiocytoma, Malignant Fibrous",Pahanlaatuinen fibroottinen histiosytooma,Histiocytome fibreux malin,"Histiozytom, malignes fibröses",Istiocitoma fibroso maligno,Guz histiocytarny włóknisty złośliwy,Histiocitoma Fibroso Maligno,ГИСТИОЦИТОМА ЗЛОКАЧЕСТВЕННАЯ ФИБРОЗНАЯ,Histiocitoma Fibroso Maligno,"Histiocytom, malignt fibröst",,Malignt fibrøst histiocytom,,
C0008216,chlormekvát,Chlormequat,Kloorimekvatti,Chlorméquat,Chlormequat,Clormequat,Chlormekwat,Clormequat,ХЛОРМЕКВАТ,Clormequat,Klormekvat,,,,
C2936414,mikrorovnovážné techniky křemenného krystalu,Quartz Crystal Microbalance Techniques,,Techniques de microbalance à cristal de quartz,Quarzmikrowaage-Techniken,Tecniche della microbilancia a cristallo di quarzo,Metody mikrowagi kwarcowej,Técnicas de Microbalança de Cristal de Quartzo,МЕТОДЫ ИЗМЕРЕНИЯ С ПОМОЩЬЮ КВАРЦЕВЫХ МИКРОВЕСОВ,Tecnicas de Microbalanza del Cristal de Cuarzo,Kvartskristallmikrobalansteknik,,,,
C0029168,,,,,,,,,,,,,,"Rehydratietherapie, orale",
C3178893,kryogely,Cryogels,,Cryogels,Kryogele,Criogel,Kriożele,Criogéis,КРИОГЕЛИ,Criogeles,Kryogel,,,,
C0026948,mycosis fungoides,Mycosis Fungoides,Mycosis fungoides,Mycosis fongoïde,Mycosis fungoides,Micosi fungoide,Ziarniniak grzybiasty,Micose Fungoide,МИКОЗ ГРИБОВИДНЫЙ,Micosis Fungoide,Mycosis fungoides,"MIKOZA, FUNGOIDNA",Mycosis fungoides,Mycosis fungoides,
C0166417,PPAR gama,PPAR gamma,PPAR gamma,Récepteur PPAR gamma,PPAR gamma,PPAR gamma,PPAR gamma,PPAR gama,PPAR ГАММА,PPAR gamma,PPAR gamma,PPAR GAMMA,,,
C0008523,nádory choroidey,Choroid Neoplasms,Silmän suonikalvon kasvaimet,Tumeurs de la choroïde,Chorioideatumoren,Neoplasie della coroidea,Nowotwory naczyniówki,Neoplasias da Coroide,СОСУДИСТОЙ ОБОЛОЧКИ ГЛАЗА НОВООБРАЗОВАНИЯ,Neoplasias de la Coroides,Åderhinnetumörer,"KORIOIDEJA, TUMORI",Koroideasvulster,"Tumor, choroid-",
C0007806,mozkomíšní mok,Cerebrospinal Fluid,Aivo-selkäydinneste,Liquide cérébrospinal,Zerebrospinalflüssigkeit,Liquor cefalorachidiano,Płyn mózgowo-rdzeniowy,Líquido Cefalorraquidiano,СПИННОМОЗГОВАЯ ЖИДКОСТЬ,Líquido Cefalorraquídeo,Cerebrospinalvätska,CEREBROSPINALNI LIKVOR,Cerebrospinalvæske,"Vloeistof, cerebrospinale",Muguras smadzeņu šķidrums
C0038455,tepový objem,Stroke Volume,Iskutilavuus,Débit systolique,Herzschlagvolumen,Volume eiettivo contrattile,Objętość wyrzutowa,Volume Sistólico,СЕРДЦА УДАРНЫЙ ОБЪЕМ,Volumen Sistólico,Slagvolym,"MOŽDANI UDAR, VOLUMEN",Slagvolum,"Volume, slag-",
C0017609,glaukom neovaskulární,"Glaucoma, Neovascular",Uudissuoniglaukooma,Glaucome néovasculaire,"Glaukom, neovaskuläres",Glaucoma neovascolare,Jaskra neowaskularna,Glaucoma Neovascular,ГЛАУКОМА НЕОСОСУДИСТАЯ,Glaucoma Neovascular,"Glaukom, neovaskulärt",,Neovaskulært glaukom,"Glaucoom, neovasculair",
C0206485,Arterivirus,Arterivirus,Arterivirus,Arterivirus,Arterivirus,Arterivirus,Arterivirus,Arterivirus,АРТЕРИВИРУС,Arterivirus,Arterivirus,,Arterivirus,"Virus, Arteri-",
C1328840,autoimunitní lymfoproliferativní syndrom,Autoimmune Lymphoproliferative Syndrome,,Syndrome lymphoprolifératif avec auto-immunité,Autoimmunes lymphoproliferatives Syndrom,Sindrome autoimmune linfoproliferativa,Zespół limfoproliferacyjny autoimmunizacyjny,Síndrome Linfoproliferativa Autoimune,АУТОИММУННЫЙ ЛИМФОПРОЛИФЕРАТИВНЫЙ СИНДРОМ,Síndrome Linfoproliferativo Autoinmune,Autoimmunt lymfoproliferativt syndrom,,Autoimmunt lymfoproliferativt syndrom,,
C0036337,,,,,,,,,,,,,,Schizoaffectieve stoornis,
C0027625,nádorové cirkulující buňky,"Neoplastic Cells, Circulating",Kiertävät kasvainsolut,Cellules tumorales circulantes,"Tumorzellen, zirkulierende",Cellule neoplastiche circolanti,Komórki nowotworowe krążące,Células Neoplásicas Circulantes,НОВООБРАЗОВАНИЙ ЦИРКУЛИРУЮЩИЕ КЛЕТКИ,Células Neoplásicas Circulantes,Cirkulerande tumörceller,,Sirkulerende tumorceller,"Tumorcel, circulerende",
C0015333,radiační expozice,Radiation Exposure,,Exposition aux rayonnements,Strahlenbelastung,Esposizione alle radiazioni,Narażenie na promieniowanie,Exposição à Radiação,РАДИАЦИИ ВОЗДЕЙСТВИЕ,Exposición a la Radiación,Strålningsexponering,Not Translated[Radiation Exposure],Eksponering for stråling,,
C0035730,RNA transferová Pro,"RNA, Transfer, Pro",Pro-siirtäjä-RNA,ARN de transfert de la proline,"RNA, Transfer-, Pro-",RNA transfer della prolina,RNA przenoszący prolinę,RNA de Transferência de Prolina,РНК ТРАНСПОРТНАЯ ПРОЛИН-СПЕЦИФИЧНАЯ,ARN de Transferencia de Prolina,"RNA, transfer, Pro",,,,
C0037865,látky blokující spermatogenezi,Spermatogenesis-Blocking Agents,Spermatogeneesinestäjät,Agents bloquant la spermatogenèse,Spermatogenese-Hemmstoffe,Sostanze per l'inibizione della spermatogenesi,Leki blokujące spermatogenezę,Bloqueadores de Espermatogênese,СПЕРМАТОГЕНЕЗ-БЛОКИРУЮЩИЕ СРЕДСТВА,Bloqueadores de Espermatogénesis,Spermiebildningshämmande medel,,Spermatogeneseblokkerende midler,,
C0600206,,,,,,,,,,,,,,Farmaceutisch beleid,
C0206737,intradermální névus,"Nevus, Intradermal",Verinahkaluomi,Naevus intradermique,"Nävus, intradermaler",Nevo intradermico,Znamię barwnikowe śródskórne,Nevo Intradérmico,НЕВУС ИНТРАДЕРМАЛЬНЫЙ,Nevo Intradérmico,"Nevus, intradermalt","MADEŽ, INTRADERMALNI",Intradermal nævus,"Naevus, intradermale",
C0008301,,,,,,,,,,,,,,Stikken,
C1135960,,,,,,,,,,,,,,Rietveld-refinement,
C0311627,dihydrouracildehydrogenasa (NAD+),Dihydrouracil Dehydrogenase (NAD+),Dihydrourasiilidehydrogenaasi (NAD+),Dihydrouracil dehydrogenase (NAD+),Dihydrouracil-Dehydrogenase (NAD+),Diidrouracile deidrogenasi (NAD+),Dehydrogenaza NAD+ dihydrouracylowa,Di-Hidrouracila Desidrogenase (NAD+),ДИГИДРОУРАЦИЛДЕГИДРОГЕНАЗА (НАД+),Dihidrouracilo-Deshidrogenasa (NAD+),NAD+-dehydrogenas,,,,
C0038711,sulfachinoxalin,Sulfaquinoxaline,Sulfakvinoksaliini,Sulfaquinoxaline,Sulfachinoxalin,Sulfachinossalina,Sulfachinoksalina,Sulfaquinoxalina,СУЛЬФАХИНОКСАЛИН,Sulfaquinoxalina,Sulfakinoxalin,,,,
C0063075,kyselina bromovodíková,Hydrobromic Acid,Bromivetyhappo,Acide bromhydrique,Bromwasserstoffsäure,Acido idrobromico,Kwas bromowodorowy,Ácido Bromídrico,БРОМИСТОВОДОРОДНАЯ КИСЛОТА,Ácido Bromhídrico,Bromvätesyra,,Hydrogenbromidsyre,,
C0318307,Beggiatoa,Beggiatoa,Beggiatoa,Beggiatoa,Beggiatoa,Beggiatoa,Beggiatoa,Beggiatoa,BEGGIATOA,Beggiatoa,Beggiatoa,,Beggiatoa,,
C0011813,dextrokardie,Dextrocardia,Dekstrokardia,Dextrocardie,Dextrokardie,Destrocardia,Dekstrokardia,Dextrocardia,ДЕКСТРОКАРДИЯ,Dextrocardia,Hjärtat på höger kroppssida,,Dekstrokardi,Dextrocardie,
C0995486,,,,,,,,,,,,,,Erythrobacter,
C0027984,virus newcastleské nemoci,Newcastle disease virus,Newcastle-virus,Virus de la maladie de Newcastle,Newcastle-Disease-Virus,Virus della malattia di Newcastle,Wirus choroby Newcastle,Vírus da Doença de Newcastle,НЬЮКАСЛСКОЙ БОЛЕЗНИ ВИРУС,Virus de la Enfermedad de Newcastle,Newcastle-virus,"NEWCASTLE BOLEST, VIRUS",,"Virus, Pseudovogelpest-",
C0184213,ureteroskopy,Ureteroscopes,Virtsanjohtimen tähystimet,Urétéroscopes,Ureteroskope,Ureteroscopi,Ureteroskopy,Ureteroscópios,УРЕТЕРОСКОПЫ,Ureteroscopios,Ureteroskoper,,Ureteroskop,Ureteroscoop,
C0015556,nemoci vejcovodů,Fallopian Tube Diseases,Munanjohtimen sairaudet,Maladies des trompes de Fallope,Eileiterkrankheiten,Malattie delle tube di Falloppio,Choroby jajowodów,Doenças das Tubas Uterinas,МАТОЧНЫХ ТРУБ БОЛЕЗНИ,Enfermedades de las Trompas Uterinas,Äggledarsjukdomar,"TUBA UTERINA, BOLESTI",Tubarsykdommer,"Ziekte, eileider-",
C0032413,poly I,Poly I,Poly I,Poly I,Poly-I,Poli I,Poli I,Poli I,ПОЛИ I,Poli I,Poly I,,,,
C0040381,Tolosův-Huntův syndrom,Tolosa-Hunt Syndrome,Tolosa-Huntin oireyhtymä,Syndrome de Tolosa-Hunt,Tolosa-Hunt-Syndrom,Sindrome di Tolosa-Hunt,Zespół Tolosy-Hunta,Síndrome de Tolosa-Hunt,ТОЛОСЫ-ХАНТА СИНДРОМ,Síndrome de Tolosa-Hunt,Tolosa-Hunts syndrom,,Tolosa-Hunts syndrom,"Syndroom, Tolosa-Hunt-",
C0228344,,,,,,,,,,,,,,Nucleus medialis (pulvinar thalami),
C0282569,,,,,,,,,,,,,,Onderwijstechnologie,
C2717890,tradiční mongolská medicína,"Medicine, Mongolian Traditional",,Médecine traditionnelle mongole,"Medizin, mongolische traditionelle",Medicina tradizionale mongola,Medycyna mongolska tradycyjna,Medicina Tradicional da Mongólia,МЕДИЦИНА МОНГОЛЬСКАЯ ТРАДИЦИОННАЯ,Medicina Tradicional Mongoliana,"Mongolisk medicin, traditionell",,Tradisjonell mongolsk medisin,,
C0037588,,,,,,,,,,,,,,Softwareontwikkeling,
C0960947,histondeacetylasa Sin3 a korepresorový komplex,Sin3 Histone Deacetylase and Corepressor Complex,,Complexe Sin3-histone désacétylases-corépresseurs,Sin3 Histon-Deacetylase und Corepressor-Komplex,Corepressore SIN3,Kompleks HDAC Sin3,Complexo Correpressor Histona Desacetilase e Sin3,SIN3 ГИСТОН-ДЕАЦЕТИЛАЗЫ И КОРЕПРЕССОРА КОМПЛЕКС,Complejo Correpresor Histona Desacetilasa y Sin3,Sin3-HDAC/kopressorkomplex,,Sin3-histondeacetylase og korepressorkompleks,,
C0074504,receptory sigma,"Receptors, sigma",Sigmareseptorit,Récepteur sigma,"Rezeptoren, Sigma-",Recettori sigma,Receptory sigma,Receptores sigma,РЕЦЕПТОРЫ СИГМА,Receptores sigma,sigmareceptorer,,,,
C2986635,antigeny CD279,Programmed Cell Death 1 Receptor,,Récepteur-1 de mort cellulaire programmée,Programmed Cell Death 1 Receptor,Antigene CD279,Receptor PCD1,Receptor de Morte Celular Programada 1,ПРОГРАММИРУЕМОЙ КЛЕТОЧНОЙ СМЕРТИ 1 РЕЦЕПТОР,Receptor de Muerte Celular Programada 1,PD1-receptor,,,,
C0473161,anesteziologové nelékaři,Anesthetists,,Anesthésistes,Anästhesisten,Anestesisti,Anestetycy,Anestesistas,АНЕСТЕЗИСТЫ,Anestesistas,Anestesipersonal,,Anestesipersonale,,
C0010260,krabi,Brachyura,Äyriäiset,Brachyura,Brachyura,Brachyura,Kraby,Braquiúros,КРАБЫ,Braquiuros,Krabbor,,Brachyura,Krabben,
C0030211,Pákistán,Pakistan,Pakistan,Pakistan,Pakistan,Pakistan,Pakistan,Paquistão,ПАКИСТАН,Pakistán,Pakistan,,Pakistan,Pakistan,
C0039215,CD4-pozitivní T-lymfocyty,CD4-Positive T-Lymphocytes,CD4-solut,Lymphocytes T CD4+,CD4-Positive T-Lymhozyten,Linfociti T CD4 positivi,Limfocyty T CD4,Linfócitos T CD4-Positivos,T-ЛИМФОЦИТЫ CD4-ПОЛОЖИТЕЛЬНЫЕ,Linfocitos T CD4-Positivos,CD4-positiva T-lymfocyter,Not Translated[CD4-Positive T-Lymphocytes],CD4-positive T-lymfocytter,T4-lymfocyten,
C0162739,HELLP syndrom,HELLP Syndrome,HELLP-oireyhtymä,HELLP syndrome,HELLP-Syndrom,Sindrome HELLP,Zespół HELLP,Síndrome HELLP,ПРЕЭКЛАМПСИЧЕСКИЙ ГЕМОЛИТИЧЕСКИЙ СИНДРОМ,Síndrome HELLP,HELLP-syndrom,,HELLP-syndrom,"Syndroom, HELLP-",
